QID;W1;W2;Qtype;u1;u2;u3;u4;u5;u6;u7;u8;u9;u10;u11;u12
688;ses;mýzrap;Rel;8;4;5;9;8;6;6;0;10;4;3;7
689;davadaþ;ebediyeten;Rel;2;0;7;0;0;1;3;0;0;2;0;0
690;bitki;çiçek;Rel;9;5;8;8;8;7;7;7;10;7;9;10
691;seyahat;sefer;Rel;9;5;10;7;8;8;8;7;10;7;9;10
692;yardým;aile;Rel;4;0;3;8;7;6;5;0;10;4;0;4
693;petrol;yakýt;Rel;10;10;9;9;9;9;8;7;10;7;10;10
694;þair;modernite;Rel;5;0;1;5;0;4;0;0;5;3;0;2
695;gevþek;sýký;Rel;10;10;10;6;9;8;8;10;10;9;10;10
696;cihaz;lamba;Rel;4;0;5;9;7;7;4;6;10;5;8;8
697;din;devlet;Rel;10;6;4;4;7;9;6;4;10;7;5;2
698;saldýrmaktaydýlar;suskunluðuna;Rel;7;0;1;0;0;8;3;0;0;2;0;0
699;nezle;yorgunluk;Rel;10;6;6;7;6;6;3;1;10;6;2;4
700;cevher;fotoðraf;Rel;0;0;0;0;0;1;0;0;0;1;0;0
701;uzak;karýnca;Rel;0;0;0;0;0;1;0;0;0;1;0;0
702;üþengeç;ebleh;Rel;8;0;6;0;3;7;0;1;0;2;0;0
703;yedigen;biçimlendirilmiþlerdir;Rel;4;0;1;0;3;1;0;0;0;3;0;0
704;bilimci;karýþýk;Rel;0;0;6;0;0;1;0;0;5;1;0;0
705;medya;sevgili;Rel;4;4;1;0;3;2;0;0;0;1;0;0
706;biçimlendirilmiþlerdir;iyiliyorsun;Rel;0;2;5;0;0;1;0;0;0;1;0;0
707;kýrmýzý;okul;Rel;0;0;0;0;0;1;0;0;0;0;0;0
708;gülümseme;somurtma;Rel;9;10;10;6;8;8;8;9;10;9;10;10
709;okul;kitaplýklar;Rel;10;6;8;6;8;7;7;5;9;7;8;9
710;atatürkçülerden;palto;Rel;0;0;0;0;0;7;5;0;0;1;0;0
711;kadeh;býçak;Rel;8;0;2;3;7;4;4;4;8;6;5;5
712;özgür;haber;Rel;10;4;6;3;6;7;4;0;10;7;7;8
713;palto;kapüþon;Rel;9;6;9;7;8;6;7;6;10;7;7;8
714;ibadet;namaz;Rel;10;10;6;8;9;8;8;6;10;8;8;9
715;soyut;somut;Rel;10;10;10;6;10;9;8;9;10;9;10;10
716;süresiz;ebediyeten;Rel;9;10;9;8;10;8;8;9;10;9;10;10
717;taþýt;kamyon;Rel;8;9;8;8;10;7;8;7;10;7;9;10
718;tren;yakýt;Rel;8;4;6;7;8;7;8;7;10;6;9;9
719;yoldaþ;keþiþ;Rel;5;2;7;7;6;9;2;0;5;2;0;0
720;horoz;sefer;Rel;0;0;0;0;0;1;0;0;0;1;0;0
721;tabure;çerçeve;Rel;0;0;0;2;0;1;0;0;0;1;0;5
722;kordon;gülümseme;Rel;0;0;0;0;0;1;0;0;0;0;0;0
723;zeki;akýllý;Rel;10;10;9;6;8;10;9;3;10;9;10;10
724;gençmiþçesine;yaþlýymýþçasýna;Rel;10;10;10;6;8;8;8;8;0;9;10;10
725;nezle;ilaç;Rel;10;5;8;7;8;7;5;5;10;7;9;9
726;ilaç;çare;Rel;9;5;10;8;9;7;6;8;10;7;10;10
727;devlet;para;Rel;10;5;8;8;7;6;4;2;10;7;2;8
728;kavramsallaþtýrsýn;çocuk;Rel;0;0;0;0;0;1;2;0;0;1;0;0
729;somurtma;kaðýt;Rel;0;0;0;0;0;1;0;0;0;0;0;0
730;evrensel;bilimci;Rel;4;0;3;1;7;7;4;0;6;5;0;0
731;barýnak;soðuk;Rel;4;0;4;5;8;4;4;1;4;6;0;4
732;ilaç;yakýt;Rel;1;0;3;6;0;0;1;2;0;3;0;2
733;evetçiler;yaðmur;Rel;0;0;0;0;0;1;0;0;0;1;0;0
734;baþlamadýlarsa;düzenci;Rel;0;0;0;0;0;1;0;0;0;1;0;0
735;devlet;memur;Rel;10;5;4;6;9;8;4;5;10;7;7;9
736;alkol;sofra;Rel;5;0;3;6;8;7;5;5;10;6;2;9
737;boza;manken;Rel;0;0;0;0;0;1;0;0;0;1;0;0
738;cevher;gözlükçü;Rel;0;0;1;0;0;1;0;0;0;1;0;0
739;anne;memur;Rel;1;1;1;3;0;1;0;0;0;1;0;0
740;oðlan;ilkellik;Rel;0;0;0;3;0;1;0;0;0;1;0;0
741;dostçasýna;arkadaþýmsý;Rel;9;5;9;8;8;7;10;7;10;8;10;4
742;dua;yüzük;Rel;1;0;0;0;0;5;0;0;0;1;0;0
743;opak;geçirgen;Rel;10;5;10;8;6;8;8;9;2;7;0;10
744;akýllý;deli;Rel;10;10;10;6;8;9;9;9;10;9;10;10
745;din;dua;Rel;10;10;8;7;9;7;7;8;10;8;10;9
746;saydam;süreli;Rel;0;0;0;0;0;8;0;0;0;1;0;0
747;yaðcýlýk;heykel;Rel;0;0;0;0;0;1;0;0;0;1;0;0
748;maymungilleri;muz;Rel;8;3;3;6;7;10;7;8;10;4;5;2
749;oksijen;hayat;Rel;10;8;9;8;8;9;6;7;10;6;8;7
750;hastane;çare;Rel;10;5;9;8;8;7;5;7;10;6;8;8
751;içki;boza;Rel;7;5;1;5;4;3;5;7;0;6;0;0
752;tahta;ahþap;Rel;10;7;5;8;9;7;8;8;10;8;10;9
753;kral;yaðcýlýk;Rel;9;0;6;4;6;8;5;0;10;3;0;3
754;teizm;inançlýlýk;Rel;10;6;9;7;8;7;7;9;10;8;10;10
755;kordon;sicim;Rel;3;5;0;4;0;8;6;3;0;8;0;10
756;fani;adalet;Rel;3;0;1;0;0;1;2;0;0;3;0;0
757;ikindi;oðlan;Rel;0;0;0;0;0;1;0;0;0;0;0;0
758;deneyimleme;tecrübelenme;Rel;9;5;8;9;8;8;8;10;10;9;10;10
759;satmýþlardýr;lokanta;Rel;2;0;0;0;0;4;1;0;0;3;0;0
760;kýrmýzý;namaz;Rel;0;0;0;0;0;1;0;0;0;0;0;0
761;mezarhane;kabristan;Rel;10;6;10;9;8;8;10;9;7;9;10;10
762;ekonomi;para;Rel;10;9;9;7;8;8;7;7;10;8;10;10
763;dua;namaz;Rel;10;9;7;9;8;7;8;7;10;8;10;10
764;arkadaþýmsý;kitaphane;Rel;3;0;0;0;0;1;3;0;0;1;0;0
765;enerjik;yorgun;Rel;7;9;9;6;7;9;9;9;10;9;10;10
766;kaðýt;gazete;Rel;9;7;6;7;7;7;6;7;10;8;8;9
767;cihaz;radyo;Rel;9;2;6;7;8;6;6;7;10;7;8;8
768;kral;affediþi;Rel;9;0;5;5;6;4;2;0;0;3;0;0
769;yeni;gençmiþçesine;Rel;8;2;6;5;0;1;3;1;10;2;0;4
770;öðrenci;hayta;Rel;8;2;7;5;6;7;4;4;10;4;0;2
771;araba;petrol;Rel;10;7;9;7;7;8;8;7;10;6;8;8
772;þiddetli;sarsýcý;Rel;5;5;9;8;8;8;8;7;10;8;10;10
773;su;deniz;Rel;10;7;8;8;9;9;8;4;10;7;9;10
774;baþlamadýlarsa;baþladýlarsa;Rel;10;9;10;6;7;7;7;9;10;9;10;10
775;normalleþiyor;anormalleþiyor;Rel;10;9;10;7;7;9;8;9;10;9;10;10
776;kan;kýrmýzý;Rel;10;7;8;6;7;10;9;8;10;7;9;9
777;beyaz;papatya;Rel;9;5;3;6;7;9;8;8;0;7;9;9
778;kýyý;ormanlýk;Rel;8;0;3;4;6;4;7;1;5;6;0;4
779;orman;kabristan;Rel;7;0;3;2;2;6;5;0;7;3;0;3
780;üþengen;harika;Rel;0;0;2;0;0;1;0;0;0;1;0;0
781;normalleþiyor;ýsýnmýþ;Rel;0;0;1;0;0;1;0;0;0;3;0;0
782;radyo;müzik;Rel;7;4;9;8;8;6;8;8;10;7;8;8
783;suçlu;masum;Rel;9;10;10;7;8;6;7;8;10;8;10;10
784;erkekçene;yüreklicesine;Rel;10;10;5,866666667;8;7;4;8;5;10;7;8;0
785;ýsýnmýþ;barýþtýrýlýrken;Rel;1;0;1;0;0;1;0;0;0;1;0;0
786;pratikleþtirsin;kavramsallaþtýrsýn;Rel;6;0;1;5;7;1;0;0;6;4;0;9
787;televizyon;cenin;Rel;0;0;0;0;0;1;0;0;0;1;0;0
788;pimpirikli;býçak;Rel;3;0;0;0;0;1;1;0;0;1;0;0
789;mezarlýk;ormanlýk;Rel;7;2;1;2;3;3;4;2;7;5;0;3
790;mutluluk;harika;Rel;9;0;9;6;6;7;5;4;10;7;0;2
791;hastane;rahatsýz;Rel;8;4;9;5;7;6;5;7;10;6;5;6
792;özgür;yardým;Rel;6;0;0;0;0;7;2;0;0;4;0;0
793;horultu;saray;Rel;1;0;0;0;0;1;0;0;0;1;0;0
794;üretim;sanatçý;Rel;9;5;5;7;0;4;6;0;10;7;0;8
795;peþinatsýz;ekonomi;Rel;6;4;6;0;6;7;0;0;10;6;5;8
796;mutfak;ocak;Rel;9;8;8;6;7;7;5;8;10;6;8;8
797;böcek;kelebek;Rel;7;5;7;5;7;8;6;6;10;6;8;9
798;çenebazlýðýna;geçirgen;Rel;0;0;0;0;0;1;0;0;0;0;0;0
799;geçirgen;cam;Rel;7;6;9;6;8;6;0;5;0;6;8;4
800;beyaz;külot;Rel;9;4;7;6;8;6;5;6;10;6;8;7
801;týmarhane;deli;Rel;10;10;9;8;10;7;8;7;10;7;9;10
802;muhalefetçiler;kemalci;Rel;10;0;1;8;6;8;8;0;10;7;5;0
803;savaþtýrýlýrken;cezalandýrýþý;Rel;9;0;6;0;6;3;6;0;0;4;0;0
804;zaman;ikindi;Rel;8;6;5;6;7;6;7;7;10;6;8;9
805;atatürkist;tecrübelenme;Rel;1;0;0;0;0;2;3;0;0;1;0;0
806;lamba;geceleyin;Rel;10;4;7;7;8;7;7;5;10;6;8;4
807;sabýr;sabýrsýzlýk;Rel;10;8;10;7;7;8;10;5;10;9;10;10
808;transparan;deneyimleme;Rel;0;0;0;0;0;1;0;0;0;0;0;0
809;haþarý;hayta;Rel;10;5;8;7;7;10;0;7;10;9;10;10
810;yiyecek;horoz;Rel;3;3;2;7;0;7;0;1;5;2;0;8
811;yoðurt;inançlýlýk;Rel;0;0;0;0;0;1;0;0;0;1;0;0
812;kýtlýklarda;bolluklarda;Rel;10;10;10;6;7;7;10;9;10;9;10;10
813;siyah;beyaz;Rel;10;10;10;6;8;10;10;10;10;10;10;10
814;otomobil;tren;Rel;6;5;9;7;8;7;7;8;10;7;9;10
815;mutluluk;sicim;Rel;0;0;0;0;0;1;0;0;0;0;0;0
816;fýrýn;ocak;Rel;10;8;10;6;8;9;7;8;10;6;8;10
817;ipek;kapüþon;Rel;2;0;5;2;7;2;5;0;7;1;0;0
818;savunmaktaydýlar;saldýrmaktaydýlar;Rel;10;7;10;7;8;8;9;9;10;9;10;10
819;bitki;enginar;Rel;5;5;8;8;7;6;7;7;10;5;8;10
820;hukuk;nezle;Rel;0;0;0;0;0;1;0;0;0;1;0;0
821;horultu;gürültü;Rel;6;3;9;6;7;7;7;7;8;7;8;10
822;süt;peynir;Rel;10;7;8;8;7;6;7;8;10;7;10;10
823;baðýþlayýþý;cezalandýrýþý;Rel;10;7;10;6;7;7;7;8;10;9;10;10
824;su;çiçek;Rel;9;5;4;7;6;8;2;8;10;7;2;7
825;taþýt;gemicik;Rel;7;3;6;8;7;6;6;6;10;7;8;8
826;yiyecek;meyve;Rel;9;5;7;8;7;7;8;6;10;7;8;9
827;kuþku;þüphe;Rel;10;10;10;6;7;9;10;10;10;10;10;10
828;çocuk;anne;Rel;10;10;9;7;8;6;9;9;10;8;0;10
829;iyiliyorsun;kötülüyorsun;Rel;10;10;10;7;7;8;9;9;10;9;10;10
830;þeffaf;saydam;Rel;10;9;10;8;9;10;8;10;10;10;10;10
831;teizm;çerçeve;Rel;0;0;0;0;0;1;0;0;0;2;0;0
832;anormalleþiyor;kapüþon;Rel;0;0;0;0;0;1;0;0;0;0;0;0
833;sevgili;mutluluk;Rel;8;4;9;6;7;6;6;3;10;6;0;4
834;delilim;televizyon;Rel;2;0;0;0;0;1;1;0;0;2;0;0
835;sofra;býçak;Rel;8;1;6;3;7;4;7;7;10;6;8;7
836;ipek;gömlek;Rel;8;4;8;7;7;8;7;7;10;6;7;7
837;sanatçý;heykel;Rel;9;4;8;8;8;8;8;7;10;6;7;7
838;medya;yaðcýlýk;Rel;8;4;3;6;7;9;10;0;10;6;0;3
839;din;ibadet;Rel;10;10;8;9;9;8;9;9;10;7;10;10
840;tutsak;yakýn;Rel;1;0;1;0;0;1;0;0;0;2;0;0
841;zarar;para;Rel;9;1;7;4;6;6;5;3;0;7;2;8
842;ateistlik;sekülerizmciler;Rel;10;0;7;7;7;6;8;7;5;4;0;0
843;sabahlardaki;kahvaltý;Rel;9;2;8;6;8;8;5;8;10;6;7;9
844;kadýn;anne;Rel;9;9;8;8;9;7;7;9;10;7;1;10
845;sabýr;mühendis;Rel;3;0;0;5;0;1;2;0;7;2;0;4
846;yakýn;sýký;Rel;8;0;8;7;7;8;6;7;10;6;0;9
847;saray;kral;Rel;10;10;9;9;8;10;10;9;10;6;8;9
848;damar;mezar;Rel;1;0;1;0;0;4;3;0;0;2;0;1
849;kuyumcu;mücevher;Rel;10;10;9;8;9;7;7;9;10;6;8;10
850;müzik;ses;Rel;10;7;9;9;10;8;9;9;10;7;8;10
851;alet;terazi;Rel;4;3;6;5;8;1;9;5;10;5;8;9
852;kesintili;manavýnkiler;Rel;0;0;0;0;0;1;0;0;0;1;0;0
853;cansýz;ahþap;Rel;1;0;1;5;0;4;2;0;10;2;0;3
854;otobüs;sefer;Rel;10;6;9;6;0;8;8;7;10;5;8;9
855;kahvaltý;adalet;Rel;0;0;0;0;0;1;0;0;0;1;0;0
856;cam;büyücü;Rel;8;0;1;0;0;1;0;0;0;1;0;0
857;anarþist;somurtma;Rel;2;0;1;0;0;1;0;0;0;0;0;0
858;kýtlýklarda;tüketim;Rel;9;0;10;0;7;7;6;3;10;6;0;3
859;kitaphane;kitap;Rel;10;10;10;8;8;9;9;8;10;8;9;9
860;kuþku;sabýrsýzlýk;Rel;3;0;3;0;6;1;0;0;0;3;0;0
861;çiçek;papatya;Rel;9;6;7;9;8;7;8;9;10;7;8;10
862;manken;kelebek;Rel;0;0;0;0;0;1;0;0;0;1;0;0
863;ýslak;yaðmur;Rel;9;5;9;7;8;8;8;7;10;7;9;8
864;mühendis;üretim;Rel;8;0;7;8;9;6;6;5;10;6;0;8
865;süreli;ebediyeten;Rel;10;2;9;5;8;1;9;6;0;8;10;10
866;cisim;cihaz;Rel;7;0;9;6;6;4;7;8;10;8;0;9
867;korumaktaydýlar;öldürülüþündeki;Rel;7;0;1;0;7;1;5;0;0;3;0;0
868;aile;somut;Rel;0;0;3;0;0;2;0;0;4;1;0;0
869;ses;horultu;Rel;5;3;9;6;7;7;6;7;10;6;5;7
870;sesteþ;evetçiler;Rel;0;0;0;0;0;1;4;0;0;0;0;0
871;kemalci;kemalizmcilerden;Rel;10;10;10;8;7;9;10;9;5;8;10;8
872;þiddetli;yorgunluk;Rel;9;0;3;0;0;6;4;0;10;2;0;4
873;papatya;gülüþ;Rel;5;0;0;0;0;7;6;0;5;1;0;0
874;ocak;kabristan;Rel;0;0;0;0;0;1;0;0;0;1;0;0
875;tecrübelenme;alýþkýn;Rel;9;5;2;5;8;1;7;2;6;7;0;3
876;haþarý;pimpirikli;Rel;1;0;1;0;0;1;4;0;0;3;0;0
877;transparan;yoðurt;Rel;0;0;0;0;0;1;0;0;0;1;0;0
878;oruç;taksi;Rel;0;0;0;0;0;1;0;0;0;1;0;0
879;kuyumcu;terazi;Rel;4;0;7;5;7;6;2;3;10;4;0;8
880;oðlan;delikanlý;Rel;7;4;9;7;7;7;8;9;10;8;5;10
881;mezarlýk;tavuk;Rel;0;0;0;0;0;1;0;0;0;1;0;0
882;hamile;dükkan;Rel;1;0;0;0;6;6;0;0;0;2;0;0
883;primatçalarý;zeki;Rel;8;0;1;0;0;7;4;0;3;3;0;3
884;hastane;týp;Rel;10;8;9;8;7;8;9;7;10;8;5;9
885;terazi;týp;Rel;0;0;0;1;0;1;0;0;0;1;0;0
886;avare;uyumlu;Rel;2;0;1;0;0;1;0;0;0;3;0;0
887;sabýrsýzlýk;gözlükçü;Rel;0;0;0;0;0;1;0;0;0;1;0;0
888;kum;kadeh;Rel;2;0;1;3;2;3;5;0;0;1;0;7
889;cinayetindeki;öldürülüþündeki;Rel;9;10;9;9;7;10;10;10;10;9;9;8
890;primatçalarý;maymungilleri;Rel;10;6;9;8;9;8;10;10;10;9;0;7
891;sihirbaz;öncülük;Rel;1;0;1;0;0;1;0;0;0;1;0;0
892;kuþ;tavuk;Rel;7;5;8;7;7;5;1;5;10;6;8;9
893;giysi;ceket;Rel;9;5;8;9;8;6;7;5;10;7;8;9
894;pamuk;üretim;Rel;10;5;8;8;7;7;5;2;10;4;0;7
895;noksan;eksik;Rel;10;10;10;10;8;10;10;10;10;10;10;10
896;taþýt;otobüs;Rel;9;6;8;7;9;7;8;8;10;7;8;9
897;eþya;radyo;Rel;7;5;6;6;7;7;5;6;10;6;7;9
898;satmýþlardýr;almýþlardýr;Rel;10;8;9;6;7;8;9;9;10;10;10;10
899;cihaz;televizyon;Rel;8;5;7;7;7;7;8;3;10;6;7;9
900;suskunluðuna;brüt;Rel;0;0;0;0;0;1;0;0;0;1;0;0
901;suskunluðuna;konuþkanlýðýna;Rel;10;10;9;6;7;8;9;7;10;9;10;10
902;geceleyin;erkekçene;Rel;7;0;0;0;0;1;0;0;0;0;0;0
903;medya;kral;Rel;8;0;1;3;0;7;0;0;0;2;0;0
904;iyiliyorsun;pratikleþtirsin;Rel;4;0;6;4;7;1;0;0;0;4;0;0
905;þüphe;mutluluk;Rel;2;0;3;0;2;4;0;0;0;5;0;0
906;memur;polis;Rel;9;5;4;6;7;7;5;6;10;7;5;9
907;meslek;kuyumcu;Rel;8;5;4;6;7;7;3;7;10;7;7;9
908;fýrýn;öncülük;Rel;0;0;0;0;0;1;0;0;0;1;0;0
909;eski;yaþlýymýþçasýna;Rel;6;3;3;6;7;1;3;1;10;4;0;4
910;masum;dostçasýna;Rel;8;0;9;0;7;1;2;1;10;2;0;0
911;lokanta;dükkan;Rel;9;0;5;6;7;8;6;5;10;6;0;8
912;ebleh;akýllý;Rel;9;6;9;6;7;0;9;7;10;7;10;10
913;vitrin;televizyon;Rel;5;1;1;0;8;8;2;4;10;4;0;5
914;þeffaf;opak;Rel;10;5;9;7;7;7;10;9;4;8;0;10
915;dua;ölü;Rel;10;5;5;7;7;9;7;7;10;6;5;4
916;yorgunluk;sarsýcý;Rel;7;0;5;7;0;1;3;0;0;5;0;0
917;davadaþ;yoldaþ;Rel;8;10;9;9;9;10;9;10;6;6;10;10
918;özgür;serbest;Rel;10;10;10;9;9;9;10;10;10;10;10;10
919;gözlük;cam;Rel;10;10;9;8;9;7;9;8;10;7;8;10
920;vicdan;pýhtý;Rel;0;0;0;0;0;1;0;0;0;1;0;0
921;gülüþ;gül;Rel;10;5;9;5;1;9;0;2;10;4;0;3
922;kahvaltý;zeytin;Rel;9;7;6;7;7;7;7;7;10;7;8;8
923;ceket;kapüþon;Rel;9;7;9;6;7;6;7;5;10;6;8;7
924;araba;seyahat;Rel;10;7;9;7;8;8;8;8;10;6;8;8
925;evrensel;karýþýk;Rel;1;0;1;0;0;1;0;0;6;2;0;0
926;beyaz;horultu;Rel;0;0;0;0;0;1;0;0;0;0;0;0
927;gürültü;müzik;Rel;7;6;5;4;7;7;8;7;10;6;0;4
928;taksi;yüzük;Rel;0;0;0;0;0;1;0;0;0;1;0;0
929;baþýboþ;yorgun;Rel;1;0;0;0;0;1;0;0;0;2;0;0
930;hayvan;kuþ;Rel;6;5;7;5;7;7;7;7;10;6;7;9
931;opak;çamaþýr;Rel;0;5;7;0;0;1;0;0;0;0;0;0
932;kahin;þüphe;Rel;9;0;2;0;0;1;0;0;0;4;0;0
933;çenebazlýðýna;kirlice;Rel;0;0;0;0;0;1;0;0;0;1;0;0
934;serin;sýcak;Rel;10;6;9;6;7;9;10;9;10;9;0;9
935;inançlýlýk;ateistlik;Rel;10;10;10;6;7;8;8;9;10;9;10;10
936;konuþkanlýðýna;çenebazlýðýna;Rel;10;10;10;6;7;8;9;10;10;9;10;10
937;sanatçý;þair;Rel;10;5;8;9;8;7;8;9;10;7;7;10
938;mezarhane;ölü;Rel;10;6;8;8;9;8;8;8;10;6;9;8
939;anarþist;aykýrý;Rel;10;6;10;8;8;8;9;5;10;9;9;8
940;uzak;fazlalýk;Rel;2;0;7;1;0;1;0;0;0;4;0;5
941;fazlalýk;noksan;Rel;10;7;9;6;7;7;9;5;10;8;10;9
942;meslek;sanatçý;Rel;9;5;6;7;7;7;7;6;10;7;7;9
943;týp;yardým;Rel;9;5;8;8;7;8;2;8;10;7;4;9
944;kuyumcu;yüzük;Rel;10;10;9;8;8;8;9;8;10;7;7;9
945;meyve;manavýnkiler;Rel;10;9;8;8;8;8;9;8;10;6;7;9
946;devlet;korumaktaydýlar;Rel;9;5;5;3;7;3;0;0;10;3;0;9
947;kelebek;kemik;Rel;0;0;0;0;0;1;0;0;0;1;0;0
948;harika;þahane;Rel;10;10;10;7;8;9;9;7;10;10;10;10
949;faiz;kazanç;Rel;10;10;8;6;8;7;8;9;10;7;5;9
950;mezarlýk;mezar;Rel;10;7;10;9;8;9;9;10;10;9;9;10
951;gazete;haber;Rel;10;10;9;7;9;8;10;9;10;8;9;10
952;kýyý;sahil;Rel;9;10;7;7;8;9;10;10;10;9;9;10
953;hukuk;ispatým;Rel;9;5;7;6;8;7;8;8;10;7;0;9
954;gündüz;geceleyin;Rel;10;10;10;6;7;8;9;9;10;8;10;10
955;noksan;gömlek;Rel;1;0;0;0;0;1;0;0;0;0;0;0
956;kötülüyorsun;bolluklarda;Rel;0;0;0;0;0;1;0;0;0;2;0;0
957;alýþkýn;yeni;Rel;9;0;8;5;6;1;0;0;10;7;5;4
958;uygulamak;alet;Rel;7;4;8;3;6;1;0;2;0;3;0;4
959;cevher;mücevher;Rel;7;5;9;0;7;10;7;9;7;5;3;9
960;medya;gazete;Rel;10;7;7;8;8;7;9;9;10;7;5;10
961;kadeh;içki;Rel;10;10;8;9;7;8;7;8;10;6;9;10
962;atletik;ebleh;Rel;1;0;1;0;2;1;0;1;0;1;0;0
963;okul;öðrenci;Rel;10;10;9;8;9;8;9;8;10;7;9;10
964;öldürülüþündeki;suçlu;Rel;10;0;7;3;8;7;8;6;10;7;9;8
965;düzenci;anarþist;Rel;9;8;4;6;7;8;8;2;10;8;10;10
966;kýyý;gemicik;Rel;8;5;1;0;6;7;8;1;10;5;7;8
967;oruç;zaman;Rel;8;8;5;2;8;7;7;4;10;4;5;8
968;kadýn;çocuk;Rel;9;10;8;5;8;8;5;9;10;7;2;6
969;ateistlik;teizm;Rel;10;10;8;6;7;8;10;9;10;8;10;10
970;barýþtýrýlýrken;savaþtýrýlýrken;Rel;10;10;9;6;7;9;10;9;10;9;10;10
971;horoz;alet;Rel;0;0;0;0;0;1;0;0;0;1;0;0
972;borçlanmak;alacaklanmak;Rel;10;10;8;6;7;8;10;8;10;9;10;10
973;maymunsularý;maymungilleri;Rel;10;10;9;8;8;9;10;8;10;9;10;8
974;hamile;düzenci;Rel;0;0;1;0;0;1;0;0;0;0;0;0
975;öðle;orman;Rel;1;0;0;0;0;1;0;0;0;1;0;0
976;otomobil;araba;Rel;10;9;10;8;8;10;10;9;10;9;9;10
977;meyve;muz;Rel;8;7;8;8;8;7;8;7;10;7;8;9
978;süt;biliþim;Rel;0;0;0;0;0;1;0;0;0;1;0;0
979;atatürkist;davadaþ;Rel;3;0;1;4;6;8;6;1;0;4;0;5
980;mezar;ölü;Rel;10;10;8;9;10;10;9;8;10;7;9;9
981;vitrin;manken;Rel;9;10;4;6;8;9;6;8;10;6;5;9
982;turizm;düzenci;Rel;0;0;0;0;0;1;0;0;0;1;0;0
983;fani;ölü;Rel;10;10;10;6;8;8;5;7;10;6;7;9
984;sosyalleþtirdikleri;baþýboþ;Rel;2;0;0;0;0;1;0;0;0;3;0;0
985;kirlice;lamba;Rel;4;0;0;0;5;2;0;0;0;1;0;0
986;kadýn;hamile;Rel;9;10;8;7;9;8;9;9;10;6;3;8
987;karýþýk;temiz;Rel;1;0;5;1;6;1;0;5;0;1;0;4
988;þair;sabýr;Rel;2;0;1;2;6;1;0;0;7;2;0;0
989;maymunsularý;kuþ;Rel;3;4;0;5;6;2;7;1;10;4;0;4
990;þeffaf;transparan;Rel;10;10;10;8;10;9;10;10;10;9;10;10
991;hayvan;böcek;Rel;7;8;7;7;7;7;8;7;10;7;8;9
992;cisim;somut;Rel;7;5;9;7;7;8;7;5;10;6;0;9
993;aile;anne;Rel;9;10;9;8;9;7;8;8;10;8;8;8
994;varlýk;cisim;Rel;7;5;10;8;6;8;8;9;10;7;0;7
995;öðle;ikindi;Rel;10;7;7;6;7;8;9;9;10;8;10;9
996;soðuk;sýcak;Rel;10;10;10;6;9;10;10;9;10;9;10;10
997;peþinatsýz;gülümseme;Rel;1;0;0;0;0;1;0;0;0;1;0;0
998;kum;hastane;Rel;0;0;0;0;0;1;1;0;0;0;0;0
999;fýrýn;kahin;Rel;0;0;0;0;0;1;0;0;0;1;0;0
1000;uyumlu;aykýrý;Rel;10;10;9;6;8;9;10;9;10;9;10;10
